1	36789
2	38275
3	39610
4	38457
5	38598
6	38986
7	37625
8	38202
9	38264
10	37726
11	38769
12	37900
13	37643
14	38260
15	36429
16	38758
17	38584
18	37297
19	38940
20	38056
21	37555
22	38030
23	35486
24	30389
25	37960
26	38280
27	38399
28	35585
29	37911
30	35817
31	38674
32	37439
33	29871
34	35454
35	32624
36	37526
37	30068
38	37891
39	35797
40	38773
41	38162
42	38386
43	36771
44	37889
45	38121
46	38042
47	38031
48	38323
49	38299
50	37705
51	38826
52	37518
53	37614
54	38769
55	37834
56	36962
57	38080
58	38582
59	37871
60	38240
61	38283
62	38669
63	38590
64	38792
65	38840
66	38291
67	39028
68	37070
69	38624
70	37126
71	29743
72	35421
73	38935
74	38476
75	40079
76	38219
77	37531
78	38611
79	38139
80	37337
81	38348
82	38438
83	33129
84	37753
85	37250
86	36684
87	37194
88	37961
89	38951
90	29668
91	37763
92	38453
93	38173
94	38084
95	39733
96	37374
97	38571
98	38344
99	37606
100	37842
101	38340
102	38087
103	36404
104	37963
105	38975
106	38252
107	38814
108	36902
109	29776
110	32905
111	38654
112	37836
113	36457
114	38764
115	38001
116	36768
117	38357
118	38948
119	38916
120	33889
121	29706
122	34432
123	34993
124	37628
125	38093
126	38770
127	37788
128	38863
129	38765
130	37571
131	39013
132	38696
133	29711
134	38407
135	37589
136	38083
137	38030
138	38925
139	38212
140	37337
141	29730
142	32497
143	35922
144	37308
145	38107
146	38650
147	38937
148	37867
149	38857
150	37284
151	39109
152	39070
153	37988
154	37963
155	37723
156	37005
157	38071
158	35755
159	34054
160	37920
161	38657
162	37631
163	29636
164	37983
165	37540
166	38077
167	35467
168	32926
169	39056
170	37706
171	37491
172	38464
173	37754
174	34950
175	35370
176	38403
177	34826
178	35237
179	38974
180	37369
181	35094
182	34283
183	38466
184	38109
185	38759
186	38298
187	30685
188	37203
189	38123
190	35899
191	38798
192	37883
193	39003
194	30405
195	38954
196	38246
197	38059
198	38535
199	32891
200	38381
201	29672
202	38372
203	38948
204	38257
205	36503
206	39581
207	38609
208	38124
209	38506
210	34440
211	39226
212	38054
213	31997
214	32803
215	33396
216	31953
217	39294
218	38015
219	39261
220	37706
221	37454
222	37654
223	31980
224	37934
225	38539
226	38806
227	37945
228	39723
229	38725
230	38489
231	38687
232	37847
233	35930
234	37461
235	38451
236	38676
237	38820
238	38476
239	35886
240	38006
241	39626
242	37704
243	38251
244	37770
245	38089
246	34134
247	33512
248	38745
249	37819
250	38749
251	33928
252	37247
253	37520
254	38787
255	37951
256	36616
257	37631
258	36261
259	37662
260	36842
261	39010
262	38031
263	38415
264	29761
265	37629
266	37948
267	37848
268	38293
269	38618
270	37493
271	37708
272	37937
273	38056
274	38766
275	38499
276	38823
277	37144
278	37221
279	29916
280	38704
281	38130
282	37793
283	32361
284	38168
285	38829
286	37135
287	38032
288	38341
289	32951
290	37503
291	36946
292	36477
293	37967
294	35340
295	38287
296	33459
297	38045
298	38212
299	29971
300	35873
301	31884
302	38132
303	38543
304	34975
305	37413
306	36640
307	38720
308	38121
309	38842
310	34230
311	34900
312	38680
313	34517
314	38119
315	37269
316	38324
317	29717
318	38202
319	38452
320	36006
321	38078
322	33494
323	38635
324	36280
325	38454
326	33565
327	37216
328	37895
329	33278
330	37444
331	37298
332	29744
333	29796
334	35094
335	40018
336	37620
337	38391
338	37977
339	37675
340	38140
341	38049
342	34722
343	36371
344	33494
345	35832
346	31861
347	34694
348	37521
349	38233
350	38016
351	29789
352	38499
353	33098
354	37161
355	38393
356	38033
357	37678
358	36990
359	37983
360	39239
361	38790
362	38507
363	29979
364	29625
365	38203
366	38486
367	39339
368	36369
369	39093
370	38918
371	38949
372	39288
373	39020
374	38887
375	39689
376	35512
377	38409
378	34641
379	39018
380	36155
381	38248
382	38125
383	38477
384	38901
385	37912
386	38243
387	38243
388	38393
389	37166
390	38507
391	38311
392	38211
393	38804
394	38606
395	33285
396	37737
397	38539
398	33948
399	37585
400	37716
401	30373
402	38428
403	35885
404	37372
405	38937
406	35358
407	37294
408	38274
409	37919
410	33068
411	34770
412	33847
413	39064
414	38762
415	37840
416	38694
417	38407
418	38616
419	39017
420	38298
421	36867
422	35290
423	37049
424	37773
425	29606
426	39386
427	39814
428	38456
429	37221
430	37677
431	34233
432	37969
433	38061
434	38145
435	38796
436	39217
437	37753
438	37398
439	36446
440	32293
441	37709
442	37461
443	38419
444	39927
445	38595
446	31755
447	38460
448	31388
449	37888
450	39070
451	38321
452	37150
453	36594
454	38551
455	34998
456	37950
457	37785
458	37764
459	37384
460	38524
461	31628
462	37842
463	37627
464	38162
465	38549
466	35268
467	39116
468	38336
469	37941
470	37016
471	38440
472	33761
473	34983
474	36034
475	38529
476	36939
477	38060
478	32047
479	36956
480	38244
481	30415
482	37722
483	38366
484	38469
485	34123
486	35221
487	38487
488	31317
489	37341
490	35206
491	32053
492	30115
493	34030
494	38082
495	29835
496	39102
497	38791
498	37846
499	38563
500	32499
501	39553
502	32138
503	38663
504	32686
505	37900
506	38643
507	38907
508	38386
509	38090
510	37675
511	34135
512	38331
513	30554
514	36182
515	38913
516	38867
517	35796
518	36935
519	37809
520	29819
521	39385
522	33643
523	38248
524	38059
525	34089
526	33257
527	37345
528	34313
529	35317
530	38177
531	38686
532	37776
533	37640
534	31315
535	38201
536	38485
537	36879
538	38981
539	38376
540	37206
541	33393
542	34752
543	38248
544	37350
545	38466
546	38181
547	39062
548	38114
549	38290
550	38573
551	29636
552	35472
553	36944
554	32941
555	39732
556	38331
557	38326
558	38715
559	37802
560	36976
561	36683
562	38408
563	38322
564	29625
565	38666
566	29553
567	38202
568	38831
569	38081
570	38246
571	36513
572	38549
573	33682
574	37726
575	32951
576	39004
577	36176
578	35505
579	33948
580	37988
581	36749
582	29984
583	36407
584	38899
585	35750
586	37071
587	38501
588	38109
589	38476
590	38318
591	39649
592	37749
593	32888
594	36950
595	38357
596	33541
597	38047
598	38435
599	37297
600	35029
601	38463
602	38012
603	38051
604	38569
605	33377
606	38894
607	38159
608	37817
609	33730
610	38268
611	38893
612	38650
613	30321
614	33037
615	38440
616	38419
617	38540
618	38677
619	39054
620	35194
621	36440
622	36227
623	37633
624	34016
625	38147
626	31535
627	30525
628	38573
629	37465
630	38926
631	38502
632	38135
633	30057
634	32787
635	38523
636	37057
637	35020
638	35924
639	38996
640	37718
641	32581
642	36838
643	34465
644	38579
645	37418
646	38158
647	29759
648	36605
649	38006
650	38733
651	39368
652	37327
653	34932
654	30496
655	33409
656	38133
657	38872
658	37807
659	34308
660	38443
661	38588
662	38972
663	34294
664	30559
665	38078
666	38250
667	29729
668	39073
669	39004
670	30305
671	36375
672	31602
673	38097
674	36127
675	29848
676	38391
677	37769
678	29665
679	38245
680	38001
681	38171
682	30470
683	38111
684	37730
685	37802
686	38583
687	39138
688	38831
689	37923
690	34444
691	38338
692	39120
693	38893
694	38880
695	37053
696	34011
697	34285
698	37369
699	36533
700	38098
701	38498
702	39885
703	36360
704	38124
705	39013
706	37825
707	39041
708	38655
709	38246
710	38201
711	38442
712	38708
713	36475
714	38571
715	38824
716	32337
717	38419
718	38676
719	32646
720	38743
721	38809
722	38941
723	38984
724	38448
725	38233
726	39068
727	38587
728	36906
729	37928
730	36836
731	38032
732	29864
733	32654
734	38077
735	34942
736	37917
737	34366
738	38130
739	38163
740	38207
741	38057
742	38824
743	38455
744	36577
745	38137
746	33820
747	38860
748	38200
749	37515
750	37582
751	37969
752	36855
753	38273
754	37384
755	39174
756	35078
757	38113
758	39398
759	36942
760	37762
761	38659
762	35606
763	38381
764	32338
765	33796
766	37818
767	38108
768	37598
769	38519
770	38232
771	38007
772	38893
773	39050
774	36901
775	37585
776	38867
777	38808
778	37268
779	31771
780	37866
781	38251
782	38437
783	37629
784	38369
785	37567
786	38723
787	29728
788	39485
789	39823
790	38157
791	38872
792	29695
793	38918
794	38498
795	35605
796	38797
797	34716
798	37778
799	38052
800	38009
801	29611
802	34313
803	38164
804	37195
805	38993
806	37618
807	37230
808	38432
809	34617
810	33789
811	38078
812	35418
813	38838
814	37810
815	32138
816	29766
817	38246
818	38955
819	35070
820	37609
821	38618
822	37144
823	37505
824	38659
825	37130
826	38175
827	37392
828	38516
829	37523
830	35592
831	39433
832	38987
833	38126
834	31772
835	40272
836	29540
837	38232
838	33194
839	33098
840	37500
841	33092
842	38297
843	39097
844	29776
845	38272
846	37989
847	36650
848	37565
849	35558
850	38359
851	32302
852	35404
853	38256
854	38219
855	39124
856	39538
857	37827
858	38454
859	36021
860	37985
861	38071
862	39967
863	38180
864	35350
865	37828
866	36845
867	39071
868	38156
869	37812
870	38280
871	34177
872	38125
873	32031
874	38805
875	38735
876	36973
877	38319
878	35991
879	38414
880	39162
881	37463
882	38987
883	39104
884	38716
885	38683
886	38178
887	33470
888	29893
889	34128
890	33269
891	38225
892	38225
893	29859
894	38233
895	38337
896	37469
897	38861
898	30315
899	38979
900	38667
901	39196
902	38483
903	34518
904	38033
905	37881
906	38500
907	38613
908	39262
909	38549
910	34051
911	37717
912	38541
913	33531
914	39266
915	37781
916	34162
917	37402
918	35602
919	37958
920	37979
921	38125
922	38105
923	31813
924	32853
925	38025
926	32993
927	38246
928	38068
929	30102
930	37839
931	37664
932	29656
933	38368
934	38416
935	38493
936	39422
937	38700
938	38230
939	37758
940	38236
941	29685
942	38873
943	31131
944	38201
945	38456
946	38292
947	36053
948	38036
949	38609
950	38173
951	29856
952	29453
953	32593
954	38671
955	38494
